institution_name,Fiscal Year,timestep,reverse_timestep,EUI-Adjusted Floor Space,gsf,Weighted Campus User,fte_per_gsf,Maintained Acres,Total Enrollment (FTE)2,Faculty (FTE)3,Staff (FTE)4,E-Grid Pre-2006,E-Grid,Scope 1 Emissions,Scope 2 Emissions,Scope 3 Emissions,Gross Emissions,Net Emissions,net_mtcde_per_gsf,Stationary Emissions,Fleet Emissions,Refrigerant Emissions,Agricultural Emissions,Purchased Electric Emissions,Purchased Steam Emissions,Purchased Chilled Water Emissions,Student Community Emissions,Employee Commuting Emissions,Other Travel Emissions,Waste Emissions,Wasterwater  Emissions,Paper Emissions,T&D Losses Emissions,Landfilled Waste,Incinerated Waste,C&D Waste,Recycling,Compost,Other,Waste
s,2016,14,5,"1,511,617",1511617,"5,605",0.00371,196,5680,236,441,NEWE,NEWE,6597.431908,3916.14805,4372.45238,14886.03234,"14,886.03",0.00985,6350.226592,225.3172441,0,21.8880724,3916.14805,0,0,2641.263389,963.2022576,467.3436026,-30.12,20.13329154,105.8181392,204.8116996,1004,0,0,171.71,0,6,1181.834
s,2017,15,4,"1,511,617",1511617,"5,605",0.00371,196,5680,236,441,NEWE,NEWE,6597.431908,3916.14805,4372.45238,14886.03234,"14,886.03",0.00985,6350.226592,225.3172441,0,21.8880724,3916.14805,0,0,2641.263389,963.2022576,467.3436026,-30.12,20.13329154,105.8181392,204.8116996,1004,0,0,171.71,0,6,1181.834
t,2005,3,16,"1,515,015",1515015,"3,438",0.00227,156,3529,173,424,NWPN,NWPP,3840.440359,5044.985446,4864.523348,13749.94915,"13,749.95",0.00908,3668.460019,128.8427585,38.91822535,4.219355811,5044.985446,0,0,0,0,4120.920812,155.31,12.51011767,76.82781377,498.9546046,501,0,0,348,94.54,0,943.54
t,2006,4,15,"1,515,015",1515015,"3,407",0.00225,156,3467,185,440,NWPN,NWPP,3940.34865,5023.056714,4778.429893,13741.83526,"13,741.84",0.00907,3723.480285,129.2560527,83.39295722,4.219355811,5023.056714,0,0,0,0,4005.698533,186.6076,12.51011767,76.82781377,496.7858289,601.96,0,0,418,111.95,0,1131.91
t,2004,2,17,"1,515,015",1515015,"3,376",0.00223,156,3455,173,424,NWPN,NWPP,3855.633676,4781.968562,5062.697925,13700.30016,"13,700.30",0.00904,3675.018585,129.0452277,47.3505075,4.219355811,4781.968562,0,0,0,0,4345.176247,155.2418,12.51011767,76.82781377,472.9419457,500.78,0,0,348,77.13,0,925.91
t,2014,12,7,"1,544,508",1544508,"3,509",0.00227,156,3545,187,474,NWPN,NWPP,3758.102302,3258.925806,7460.198867,14477.22698,"14,477.23",0.00937,3393.332631,83.06255563,280.868251,0.838864517,3258.925806,0,0,2269.072058,1049.777809,3757.639316,-8.9979,11.64083923,37.74345703,343.3232875,299.93,0,0,163.63,214.07,29,706.74
t,2013,11,8,"1,546,003",1546003,"3,522",0.00228,156,3570,194,468,NWPN,NWPP,4347.737774,2557.402827,7603.92891,14509.06951,"14,509.07",0.00938,4215.064824,116.1769771,12.97274178,3.523230971,2557.402827,0,0,2323.495023,1050.024816,3899.069616,-10.053,7.833160263,37.69577022,295.863524,335.1,0,0,168.4,270.41,2,775.44
t,2008,6,13,"1,573,422",1573422,"3,442",0.00219,156,3503,183,448,NWPN,NWPP,4114.771663,6775.666954,5238.219147,16128.65776,"16,128.66",0.01025,3930.501121,121.0252112,59.02597511,4.219355811,6775.666954,0,0,0,0,4342.763308,135.997,12.51011767,76.82781377,670.1209076,438.7,0,0,305,193.73,0,937.43
t,2009,7,12,"1,573,422",1573422,"3,392",0.00216,156,3440,188,448,NWPN,NWPP,4331.376749,6301.267803,5020.783537,15653.42809,"15,653.43",0.00995,4134.555924,148.8641006,38.91822535,9.038499752,6301.267803,0,0,0,0,4055.624295,252.619,12.51011767,76.82781377,623.2023102,814.9,0,0,563.3,219.75,0,1597.95
t,2007,5,14,"1,573,422",1573422,"3,408",0.00217,156,3483,188,420,NWPN,NWPP,3971.660255,6671.384526,4811.99728,15455.04206,"15,455.04",0.00982,3779.328083,129.0868414,59.02597511,4.219355811,6671.384526,0,0,0,0,3876.232088,186.62,12.51011767,76.82781377,659.8072608,602,0,0,418,152.84,0,1172.84
t,2015,13,6,"1,585,097",1585097,"3,260",0.00206,156,3280,186,444,NWPN,NWPP,3330.73991,3275.570457,6104.296539,12710.60691,"12,710.61",0.00802,3134.493164,87.79726392,102.2712449,6.178237166,3275.570457,0,0,2163.468355,997.9841771,2568.1797,-2.0115,12.71517624,31.504967,332.4556638,67.05,0,0,63.71,36.62,29,196.49
t,2016,14,5,"1,585,097",1585097,"3,260",0.00206,156,3280,186,444,NWPN,NWPP,3056.327775,5193.839893,3342.154508,11592.32218,"11,592.32",0.00731,2911.111013,86.3692295,55.46690794,3.380624003,5193.839893,0,0,0,0,3004.810866,-2.0115,11.28362797,34.77746277,293.2940511,67.05,0,0,63.71,36.62,29,196.49
t,2017,15,4,"1,585,097",1585097,"3,260",0.00206,156,3280,186,444,NWPN,NWPP,3056.327775,5193.839893,3342.154508,11592.32218,"11,592.32",0.00731,2911.111013,86.3692295,55.46690794,3.380624003,5193.839893,0,0,0,0,3004.810866,-2.0115,11.28362797,34.77746277,293.2940511,67.05,0,0,63.71,36.62,29,196.49
t,2011,9,10,"1,591,880",1591880,"3,313",0.00208,156,3337,190,456,NWPN,NWPP,4242.118183,5950.484376,6595.064458,16787.66702,"16,787.67",0.01055,3917.557366,110.557829,210.8029716,3.200016472,5950.484376,0,0,0,0,5477.480673,228.16,12.51011767,440.0167896,436.8968778,736,0,0,0,248,0,984
t,2010,8,11,"1,591,880",1591880,"3,366",0.00211,156,3404,183,459,NWPN,NWPP,3810.626265,6212.0683,4860.516044,14883.21061,"14,883.21",0.00935,3683.354006,115.652292,8.432282158,3.187685164,6212.0683,0,0,0,0,3981.81137,228.16,12.51011767,181.9316454,456.1029108,736,0,0,0,248,0,984
t,2012,10,9,"1,591,880",1591880,"3,499",0.0022,156,3556,194,453,NWPN,NWPP,3846.925116,2454.36543,8002.217124,14303.50767,"14,303.51",0.00899,3710.461541,121.972488,12.97274178,1.518344775,2454.36543,0,0,2315.067919,1025.285338,4212.094274,103.54,12.51011767,40.74578671,292.973688,334,0,0,220.9,300.46,9,864.77
u,2004,2,17,"1,751,285",1751285,"3,943",0.00225,163,4899,358,0,NEWE,NEWE,3240.497025,11841.10557,8174.091203,23255.6938,"23,255.69",0.01328,3188.923207,39.994785,0,11.57903349,11841.10557,0,0,971.9650988,1414.763234,4577.20112,-118.28,11.0182267,146.3251702,1171.098353,0,2957,0,141.48,0,0,3098.48
u,2005,3,16,"1,751,285",1751285,"3,951",0.00226,163,4909,359,0,NEWE,NEWE,2766.117586,11974.1098,7851.581497,22591.80888,"22,591.81",0.0129,2714.622577,39.91597589,0,11.57903349,11974.1098,0,0,866.6525545,1421.71283,4339.900097,-118.28,11.0182267,146.3251702,1184.252618,0,2957,0,141.48,0,0,3098.48
u,2006,4,15,"1,839,287",1839287,"3,930",0.00214,163,4867,373,0,NEWE,NEWE,2989.756045,12315.51706,7712.65166,23017.92477,"23,017.92",0.01251,2938.466749,39.71026253,0,11.57903349,12315.51706,0,0,838.3695404,1398.284727,4218.915825,-118.28,11.0182267,146.3251702,1218.018171,0,2957,0,141.48,0,0,3098.48
u,2009,7,12,"1,890,436",1890436,"4,493",0.00238,163,5012,385,594,NEWE,NEWE,3364.282016,9043.816854,7464.966748,19873.06562,"19,873.07",0.01051,3315.115662,38.07066376,0,11.09569019,9043.816854,0,0,850.4091166,1363.88899,4306.471227,-117.88,21.30881875,146.3251702,894.4434251,0,2947,0,141.48,0,0,3088.48
u,2011,9,10,"1,890,436",1890436,"5,454",0.00288,163,5193,381,584,NEWE,NEWE,3846.515919,8239.419377,7055.851877,19141.78717,"19,141.79",0.01013,3731.396116,106.6951752,0,8.424627985,8239.419377,0,0,877.9837655,2304.504451,3239.844954,-57.56,22.70717573,159.1108646,509.2606653,0,1439,0,208,0,0,1647
u,2010,8,11,"1,890,436",1890436,"5,345",0.00283,163,5049,369,594,NEWE,NEWE,2858.816115,8328.89841,6397.481292,17585.19582,"17,585.20",0.0093,2744.548169,105.657373,0,8.61057292,8328.89841,0,0,853.0903436,1347.964694,3629.417845,-117.88,23.77206862,146.3251702,514.7911705,0,2947,0,141.48,0,0,3088.48
u,2012,10,9,"1,890,436",1890436,"5,294",0.0028,163,5008,364,573,NEWE,NEWE,3155.623426,6846.402586,7197.262105,17199.28812,"17,199.29",0.0091,3052.09405,94.93334267,0,8.596033576,6846.402586,0,0,1064.550488,1975.522678,3325.096149,-12.4313,25.74798033,127.5515088,691.2246013,0,1243,0,278.98,0,0,1522.11
u,2007,5,14,"1,907,563",1907563,"4,421",0.00232,163,4925,372,597,NEWE,NEWE,3231.430158,10436.96036,7330.542512,20998.93303,"20,998.93",0.01101,3180.433158,39.417967,0,11.57903349,10436.96036,0,0,801.1762022,1375.135346,4082.940717,-118.28,11.0182267,146.3251702,1032.226849,0,2957,0,141.48,0,0,3098.48
u,2008,6,13,"1,907,563",1907563,"4,476",0.00235,163,4989,372,607,NEWE,NEWE,3396.847295,10352.21501,7170.617764,20919.68007,"20,919.68",0.01097,3345.989121,39.27914081,0,11.57903349,10352.21501,0,0,836.7519287,1379.812659,3875.970741,-117.88,25.7918239,146.3251702,1023.845441,0,2947,0,141.48,0,0,3088.48
u,2013,11,8,"1,925,435",1925435,"5,379",0.00279,163,5117,368,573,NEWE,NEWE,4038.139519,0,7137.215394,11175.35491,"11,175.35",0.0058,3886.915917,103.8293659,45.08980313,2.304433311,0,0,0,1083.101499,1972.818811,3190.232571,-9.2324,25.37741784,145.0783205,729.8391749,0,923,0,251.67,158.38,0,1333.29
u,2014,12,7,"1,939,299",1939299,"5,465",0.00282,163,5251,340,582,NEWE,NEWE,4020.44832,0,6983.975461,11004.42378,"11,004.42",0.00567,3861.516516,111.09408,45.08980313,2.74792068,0,0,0,1417.915661,2157.935969,2984.611199,-52.934,22.37062785,113.9950235,340.0809802,0,756,0,252.6834,215.232,0,1224.1154
u,2015,13,6,"1,939,299",1939299,"5,472",0.00282,163,5196,404,582,NEWE,NEWE,4140.698439,0,6628.140261,10768.8387,"7,431.84",0.00383,4033.262545,103.872707,0,3.563187202,0,0,0,1219.568416,1959.060642,3032.607672,-33.1079,22.66195489,113.9950235,313.354453,0,473,0,284.627,189.632,0,947.229
u,2016,14,5,"1,954,401",1954401,"5,375",0.00275,163,5119,354,582,NEWE,NEWE,3559.583122,0,7701.408081,11260.9912,"8,007.99",0.0041,3487.49276,69.26076044,0,2.829601496,0,0,0,1488.155905,2121.909444,3658.798567,5.3991,23.97609024,113.9950235,289.1739513,0,540,0,280.37,164.13,0,984.41
u,2017,15,4,"1,954,401",1954401,"5,437",0.00278,163,5180,342,600,NEWE,NEWE,3632.956297,0,7158.807928,10791.76423,"7,538.76",0.00386,3539.792889,89.81655106,0,3.346857271,0,0,0,1280.905448,1828.302798,3664.540797,6.6,22.75133453,75.05085306,280.6566978,0,660,0,346.83,191.99,0,1198.82
u,2018,16,3,"1,954,401",1954401,"5,461",0.00279,163,5228,349,601,NEWE,NEWE,3181.705792,0,6018.346913,9200.052705,"5,947.05",0.00304,3107.11178,66.85260328,0,7.741409066,0,0,0,906.0549457,946.6365462,3733.838306,7.5164,24.84290417,101.1163355,298.3414753,0,752,0,226.77,167.24,0,1145.65
u,2019,17,2,"2,030,856",2030856,"5,439",0.00268,163,5170,371,607,NEWE,NEWE,3229.296689,0,5959.550571,9188.84726,"5,935.85",0.00292,3145.65207,74.55294542,0,9.091674034,0,0,0,898.5516744,881.6732209,3780.837812,7.4123,30.18881679,82.8274047,278.0593417,0,741,0,373.65,196.45,0,1311.33
u,2020,18,1,"2,030,856",2030856,"5,332",0.00263,163,5027,366,614,NEWE,NEWE,2817.87014,0,3766.760506,6584.630646,"4,884.63",0.00241,2737.475366,71.0568826,0,9.337891293,0,0,0,653.1442462,690.7276604,2098.461254,5.46,19.15886456,65.49606593,234.3124152,0,546,0,220,120.55,0,886.55
u,2021,19,0,"2,030,856",2030856,"4,848",0.00239,163,4847,351,578,NEWE,NEWE,2508.662823,0,981.6586284,3490.321451,"3,052.32",0.0015,2463.711904,35.61302766,0,9.337891293,0,0,0,133.43579,601.9853547,8.593367916,5.7223,14.63170076,16.1912787,201.0988364,0,572,0,169.37,54.69,0,796.29
v,2015,13,6,"1,759,976",1759976,"8,059",0.00458,0,8195,315,1232,MAAC All,RFC East,9100.297789,10012.50566,15905.00364,35017.80709,"35,017.81",0.0199,7853.664841,843.3736842,402.8694032,0.389860163,10012.50566,0,0,10013.94497,3857.559146,1055.165059,382.0208,17.19880528,6.399032655,572.7158307,741.5,0,0,190.62,200,0,1132.12
v,2016,14,5,"1,759,976",1759976,"8,097",0.0046,0,8254,315,1223,MAAC All,RFC East,7577.131035,9534.31241,15912.3198,33023.76324,"33,023.76",0.01876,6230.250588,845.1544049,500.8056658,0.920376005,9534.31241,0,0,10264.22894,3816.458463,902.9929649,373.071776,18.36975972,51.39815019,485.7997384,724.13,0,0,204.55,200,0,1128.68
v,2017,15,4,"1,791,866",1791866,"8,448",0.00471,0,8696,320,1277,MAAC All,RFC East,7033.721218,10043.73501,16442.96321,33520.41944,"33,520.42",0.01871,5676.895427,858.4596955,497.7427834,0.6233118,10043.73501,0,0,10273.8242,3987.747112,1207.973874,382.556608,18.08355283,60.18357287,512.5942868,742.54,0,0,203.12,200,0,1145.66
v,2018,16,3,"2,131,991",2131991,"8,842",0.00415,0,9076,330,1351,MAAC All,RFC East,5312.770605,9297.564001,17068.36192,31678.69653,"31,678.70",0.01486,4105.976393,838.3557663,367.8520722,0.586373516,9297.564001,0,0,10436.58994,4204.456566,1312.095955,500.501344,18.0773195,63.74329728,532.8975,971.47,0,0,219.45,200,0,1390.92
v,2019,17,2,"2,223,727",2223727,"9,152",0.00412,0,9415,343,1368,MAAC All,RFC East,6631.817313,11255.15208,15095.59066,32982.56005,"32,982.56",0.01483,5301.571984,667.852935,661.717559,0.674835167,11255.15208,0,0,9049.667696,4267.326503,656.1489772,427.111104,18.63373947,60.00856281,616.6940778,829.02,0,0,205.18,200,0,1234.2
v,2020,18,1,"2,223,727",2223727,"9,143",0.00411,0,9389,352,1319,MAAC All,RFC East,5436.038011,11166.49403,13109.61201,29712.14406,"29,712.14",0.01336,4480.229997,596.8242836,358.8709433,0.11278718,11166.49403,0,0,7714.470822,4145.757318,298.0323934,282.092608,12.57599317,46.40748386,610.2753958,547.54,0,0,89.99,200,0,837.53
v,2021,19,0,"2,223,727",2223727,"9,143",0.00411,0,9389,352,1319,MAAC All,RFC East,5436.038011,11166.49403,13109.61201,29712.14406,"29,712.14",0.01336,4480.229997,596.8242836,358.8709433,0.11278718,11166.49403,0,0,7714.470822,4145.757318,298.0323934,282.092608,12.57599317,46.40748386,610.2753958,547.54,0,0,89.99,200,0,837.53
